"customerid","country","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"12444","Norway","21","5","5005.46",2,2,1,"221","Sleeping"
"15494","United Kingdom","21","2","1299.23",2,3,2,"232","Others"
"16350","United Kingdom","21","4","1116.47",2,2,2,"222","Sleeping"
"13094","United Kingdom","21","12","1927.32",2,1,2,"212","Sleeping"
"18034","United Kingdom","22","2","422.88",2,3,4,"234","Big Spenders"
"14849","United Kingdom","22","25","7930.54",2,1,1,"211","Sleeping"
"12445","Spain","22","1","133.40",2,5,5,"255","At Risk"
"12931","United Kingdom","22","15","42055.96",2,1,1,"211","Sleeping"
"14362","United Kingdom","22","1","161.20",2,5,5,"255","At Risk"
"17797","United Kingdom","22","3","780.43",2,3,3,"233","At Risk"
"14508","United Kingdom","22","2","276.42",2,4,4,"244","At Risk"
"12449","Belgium","22","4","4067.29",2,2,1,"221","Sleeping"
"16656","United Kingdom","22","15","8625.80",2,1,1,"211","Sleeping"
"13313","United Kingdom","22","5","1555.32",2,2,2,"222","Sleeping"
"16042","United Kingdom","22","5","1197.27",2,2,2,"222","Sleeping"
"16511","United Kingdom","22","3","950.26",2,2,2,"222","Sleeping"
"13117","United Kingdom","22","8","984.91",2,1,2,"212","Sleeping"
"17799","United Kingdom","22","10","3055.93",2,1,1,"211","Sleeping"
"17286","United Kingdom","22","1","153.92",2,5,5,"255","At Risk"
"15983","United Kingdom","22","4","1475.02",2,2,2,"222","Sleeping"
"14641","United Kingdom","22","1","110.46",2,4,5,"245","At Risk"
"13171","United Kingdom","22","3","468.41",2,3,4,"234","Big Spenders"
"17159","United Kingdom","22","3","1538.88",2,3,2,"232","Others"
"17397","United Kingdom","22","2","696.41",2,3,3,"233","At Risk"
"18221","United Kingdom","22","5","1041.61",2,2,2,"222","Sleeping"
"17760","United Kingdom","22","2","287.59",2,4,4,"244","At Risk"
"17163","United Kingdom","22","2","293.10",2,4,4,"244","At Risk"
"15811","United Kingdom","22","6","2218.62",2,1,1,"211","Sleeping"
"12618","Italy","22","1","177.31",2,5,5,"255","At Risk"
"15864","United Kingdom","22","6","1936.32",2,1,2,"212","Sleeping"
"16414","United Kingdom","22","2","126.25",2,4,5,"245","At Risk"
"15530","United Kingdom","22","4","1502.35",2,2,2,"222","Sleeping"
"12406","Denmark","22","2","3415.30",2,3,1,"231","Others"
"16070","United Kingdom","22","2","852.15",2,3,3,"233","At Risk"
"16871","United Kingdom","22","6","2812.34",2,1,1,"211","Sleeping"
"16009","United Kingdom","22","4","992.71",2,2,2,"222","Sleeping"
"12539","Spain","22","4","5568.35",2,2,1,"221","Sleeping"
"12647","Germany","22","12","3722.82",2,1,1,"211","Sleeping"
"13941","United Kingdom","22","5","5112.96",2,2,1,"221","Sleeping"
"13160","United Kingdom","22","1","91.80",2,4,5,"245","At Risk"
"13962","United Kingdom","22","2","169.55",2,4,5,"245","At Risk"
"17080","United Kingdom","22","2","287.62",2,4,4,"244","At Risk"
"12997","United Kingdom","22","4","1226.89",2,2,2,"222","Sleeping"
"15081","United Kingdom","22","5","504.80",2,2,3,"223","Others"
"16134","United Kingdom","22","2","618.09",2,3,3,"233","At Risk"
"15563","United Kingdom","22","4","1400.44",2,2,2,"222","Sleeping"
"16531","United Kingdom","22","7","1244.59",2,1,2,"212","Sleeping"
"14416","United Kingdom","22","2","490.22",2,3,3,"233","At Risk"
"14593","United Kingdom","22","3","617.99",2,3,3,"233","At Risk"
"13828","United Kingdom","22","1","209.49",2,5,5,"255","At Risk"
"13815","Germany","22","4","4027.36",2,2,1,"221","Sleeping"
"12380","Belgium","22","4","2724.81",2,2,1,"221","Sleeping"
"18061","United Kingdom","22","10","2119.41",2,1,1,"211","Sleeping"
"16293","United Kingdom","22","10","2248.99",2,1,1,"211","Sleeping"
"13138","United Kingdom","22","6","962.39",2,1,2,"212","Sleeping"
"12603","Germany","22","1","739.20",2,5,3,"253","At Risk"
"16945","United Kingdom","22","19","4345.50",2,1,1,"211","Sleeping"
"12427","Germany","22","3","825.80",2,3,3,"233","At Risk"
"14234","United Kingdom","22","4","775.46",2,2,3,"223","Others"
"17985","United Kingdom","22","1","634.95",2,5,3,"253","At Risk"
"14434","United Kingdom","22","6","1372.80",2,1,2,"212","Sleeping"
"14034","United Kingdom","22","3","651.82",2,3,3,"233","At Risk"
"12391","Cyprus","22","1","460.89",2,5,4,"254","At Risk"
"15287","United Kingdom","22","2","486.69",2,3,4,"234","Big Spenders"
"15435","United Kingdom","22","1","149.29",2,5,5,"255","At Risk"
"12847","United Kingdom","22","1","871.54",2,5,3,"253","At Risk"
"15267","United Kingdom","22","5","1717.36",2,2,2,"222","Sleeping"
"14898","United Kingdom","23","6","1303.52",2,1,2,"212","Sleeping"
"13926","United Kingdom","23","1","223.85",2,5,5,"255","At Risk"
"13131","United Kingdom","23","3","1073.30",2,2,2,"222","Sleeping"
"14948","United Kingdom","23","6","1101.97",2,1,2,"212","Sleeping"
"17596","United Kingdom","23","7","2827.93",2,1,1,"211","Sleeping"
"13500","United Kingdom","23","3","1166.77",2,3,2,"232","Others"
"16869","United Kingdom","23","4","825.42",2,2,3,"223","Others"
"14851","United Kingdom","23","2","511.35",2,3,3,"233","At Risk"
"15805","United Kingdom","23","17","5528.48",2,1,1,"211","Sleeping"
"15506","United Kingdom","23","3","979.26",2,2,2,"222","Sleeping"
"13285","United Kingdom","23","4","2709.12",2,2,1,"221","Sleeping"
"13939","United Kingdom","23","3","568.55",2,2,3,"223","Others"
"12610","Italy","23","5","2099.54",2,2,1,"221","Sleeping"
"17368","United Kingdom","23","8","1912.67",2,1,2,"212","Sleeping"
"16804","United Kingdom","23","3","536.99",2,3,3,"233","At Risk"
"18006","United Kingdom","23","1","444.68",2,5,4,"254","At Risk"
"17896","United Kingdom","23","1","256.32",2,4,4,"244","At Risk"
"16204","United Kingdom","23","1","405.71",2,5,4,"254","At Risk"
"12910","United Kingdom","23","8","3075.04",2,1,1,"211","Sleeping"
"12626","Germany","23","9","6620.48",2,1,1,"211","Sleeping"
"12753","Japan","23","6","21429.39",2,1,1,"211","Sleeping"
"17461","United Kingdom","23","3","757.46",2,3,3,"233","At Risk"
"17828","Malta","23","4","1820.09",2,2,2,"222","Sleeping"
"15124","United Kingdom","23","2","184.19",2,4,5,"245","At Risk"
"17147","United Kingdom","23","4","1714.59",2,2,2,"222","Sleeping"
"12991","United Kingdom","23","2","503.76",2,3,3,"233","At Risk"
"12356","Portugal","23","3","2811.43",2,2,1,"221","Sleeping"
"15967","United Kingdom","23","2","418.83",2,3,4,"234","Big Spenders"
"15051","United Kingdom","23","3","1391.61",2,3,2,"232","Others"
"12481","Germany","23","10","5596.32",2,1,1,"211","Sleeping"
"12567","France","23","10","9401.28",2,1,1,"211","Sleeping"
"16638","United Kingdom","23","10","1680.72",2,1,2,"212","Sleeping"
"15657","United Kingdom","23","1","30.00",2,4,5,"245","At Risk"
"12477","Germany","23","6","13219.74",2,1,1,"211","Sleeping"
"18075","United Kingdom","23","10","2611.75",2,1,1,"211","Sleeping"
"13308","United Kingdom","23","3","1385.51",2,3,2,"232","Others"
"13629","United Kingdom","23","11","7792.36",2,1,1,"211","Sleeping"
"18167","United Kingdom","23","3","1384.86",2,3,2,"232","Others"
"15529","United Kingdom","23","11","3995.23",2,1,1,"211","Sleeping"
"16085","United Kingdom","23","5","981.51",2,2,2,"222","Sleeping"
"12500","Germany","23","11","4257.82",2,1,1,"211","Sleeping"
"13028","United Kingdom","23","2","661.32",2,3,3,"233","At Risk"
"17716","United Kingdom","23","11","5655.99",2,1,1,"211","Sleeping"
"13447","United Kingdom","23","3","1129.14",2,2,2,"222","Sleeping"
"18059","United Kingdom","23","3","306.46",2,3,4,"234","Big Spenders"
"13575","United Kingdom","23","5","732.07",2,2,3,"223","Others"
"16186","United Kingdom","23","12","4006.94",2,1,1,"211","Sleeping"
"17330","United Kingdom","23","2","363.90",2,3,4,"234","Big Spenders"
"17095","United Kingdom","23","3","1324.16",2,3,2,"232","Others"
"15432","United Kingdom","23","1","171.19",2,5,5,"255","At Risk"
"13871","United Kingdom","23","13","6403.25",2,1,1,"211","Sleeping"
"14332","United Kingdom","23","3","866.31",2,3,3,"233","At Risk"
"17613","United Kingdom","23","14","4559.15",2,1,1,"211","Sleeping"
"12993","United Kingdom","23","4","414.76",2,2,4,"224","Big Spenders"
"16809","United Kingdom","23","5","914.69",2,2,3,"223","Others"
"16999","United Kingdom","23","2","484.82",2,3,4,"234","Big Spenders"
"15489","United Kingdom","23","3","1134.28",2,3,2,"232","Others"
"16298","United Kingdom","23","3","598.20",2,2,3,"223","Others"
"14112","United Kingdom","23","7","2915.15",2,1,1,"211","Sleeping"
"16717","United Kingdom","24","6","3858.38",2,2,1,"221","Sleeping"
"18246","United Kingdom","24","2","596.10",2,3,3,"233","At Risk"
"14714","United Kingdom","24","1","160.19",2,5,5,"255","At Risk"
"14853","United Kingdom","24","2","475.80",2,3,4,"234","Big Spenders"
"17564","United Kingdom","24","3","454.01",2,2,4,"224","Big Spenders"
"13449","United Kingdom","24","1","291.88",2,4,4,"244","At Risk"
"15110","United Kingdom","24","4","996.10",2,2,2,"222","Sleeping"
"16916","United Kingdom","24","2","576.26",2,3,3,"233","At Risk"
"14426","United Kingdom","24","10","4481.67",2,1,1,"211","Sleeping"
"17549","United Kingdom","24","2","148.86",2,4,5,"245","At Risk"
"14286","United Kingdom","24","3","4628.75",2,3,1,"231","Others"
"13066","United Kingdom","24","2","470.80",2,3,4,"234","Big Spenders"
"14522","United Kingdom","24","4","974.54",2,2,2,"222","Sleeping"
"15269","United Kingdom","24","1","408.80",2,5,4,"254","At Risk"
"18123","United Kingdom","24","2","589.44",2,3,3,"233","At Risk"
"13410","United Kingdom","24","5","1003.06",2,2,2,"222","Sleeping"
"15720","United Kingdom","24","1","598.73",2,5,3,"253","At Risk"
"18181","United Kingdom","24","1","382.80",2,4,4,"244","At Risk"
"17680","United Kingdom","24","1","184.40",2,5,5,"255","At Risk"
"17377","United Kingdom","24","20","4100.92",2,1,1,"211","Sleeping"
"17153","United Kingdom","24","1","213.78",2,5,5,"255","At Risk"
"14666","United Kingdom","24","1","195.25",2,5,5,"255","At Risk"
"17357","United Kingdom","24","2","388.14",2,3,4,"234","Big Spenders"
"12890","United Kingdom","24","1","380.47",2,4,4,"244","At Risk"
"15679","United Kingdom","24","4","781.28",2,2,3,"223","Others"
"15955","United Kingdom","24","14","4416.26",2,1,1,"211","Sleeping"
"16008","United Kingdom","24","3","478.78",2,3,4,"234","Big Spenders"
"17220","United Kingdom","24","14","3198.25",2,1,1,"211","Sleeping"
"16240","United Kingdom","24","2","3718.80",2,3,1,"231","Others"
"12415","Australia","24","21","124914.53",2,1,1,"211","Sleeping"
"16469","United Kingdom","24","4","650.43",2,2,3,"223","Others"
"12731","France","24","12","18895.91",2,1,1,"211","Sleeping"
"16245","United Kingdom","24","3","1413.66",2,3,2,"232","Others"
"15556","United Kingdom","24","1","279.77",2,4,4,"244","At Risk"
"14507","United Kingdom","24","6","1383.18",2,1,2,"212","Sleeping"
"16855","United Kingdom","24","2","328.40",2,4,4,"244","At Risk"
"14626","United Kingdom","24","4","2791.27",2,2,1,"221","Sleeping"
"12640","France","24","3","1174.58",2,3,2,"232","Others"
"14057","United Kingdom","24","17","6217.96",2,1,1,"211","Sleeping"
"12933","United Kingdom","24","3","607.53",2,2,3,"223","Others"
"13816","Germany","24","2","571.67",2,3,3,"233","At Risk"
"16557","United Kingdom","24","2","281.85",2,4,4,"244","At Risk"
"14640","United Kingdom","24","6","2125.08",2,1,1,"211","Sleeping"
"14544","United Kingdom","24","2","2024.45",2,3,2,"232","Others"
"13614","United Kingdom","24","4","1610.46",2,2,2,"222","Sleeping"
"16669","United Kingdom","24","3","1374.87",2,3,2,"232","Others"
"13894","United Kingdom","24","3","564.62",2,2,3,"223","Others"
"15900","United Kingdom","24","1","351.11",2,4,4,"244","At Risk"
"15584","United Kingdom","24","4","725.11",2,2,3,"223","Others"
"17198","United Kingdom","24","3","692.22",2,3,3,"233","At Risk"
"14725","United Kingdom","25","1","718.08",2,5,3,"253","At Risk"
"15532","United Kingdom","25","4","1580.93",2,2,2,"222","Sleeping"
"15458","United Kingdom","25","1","161.64",2,5,5,"255","At Risk"
"13455","United Kingdom","25","2","1058.34",2,3,2,"232","Others"
"18259","United Kingdom","25","3","2338.60",2,2,1,"221","Sleeping"
"15660","United Kingdom","25","9","1600.86",2,1,2,"212","Sleeping"
"17510","United Kingdom","25","1","308.48",2,4,4,"244","At Risk"
"12642","Germany","25","3","1013.26",2,2,2,"222","Sleeping"
"13577","United Kingdom","25","4","1687.60",2,2,2,"222","Sleeping"
"15058","United Kingdom","25","11","2124.99",2,1,1,"211","Sleeping"
"17081","United Kingdom","25","2","290.16",2,4,4,"244","At Risk"
"17652","United Kingdom","25","12","4867.72",2,1,1,"211","Sleeping"
"15050","United Kingdom","25","3","1782.09",2,2,2,"222","Sleeping"
"13236","United Kingdom","25","2","744.85",2,3,3,"233","At Risk"
"16207","United Kingdom","25","1","394.38",2,4,4,"244","At Risk"
"12883","United Kingdom","25","4","703.47",2,2,3,"223","Others"
"15582","United Kingdom","25","3","682.91",2,3,3,"233","At Risk"
"17974","United Kingdom","25","3","740.79",2,2,3,"223","Others"
"16423","United Kingdom","25","1","346.12",2,4,4,"244","At Risk"
"14533","United Kingdom","25","7","1949.72",2,1,2,"212","Sleeping"
"15419","United Kingdom","25","1","135.86",2,5,5,"255","At Risk"
"15681","United Kingdom","25","5","1426.16",2,2,2,"222","Sleeping"
"17044","United Kingdom","25","1","948.48",2,4,2,"242","Others"
"17314","United Kingdom","25","8","2527.92",2,1,1,"211","Sleeping"
"16478","United Kingdom","25","3","331.00",2,3,4,"234","Big Spenders"
"16519","United Kingdom","25","2","215.08",2,4,5,"245","At Risk"
"16341","United Kingdom","25","4","1971.87",2,2,2,"222","Sleeping"
"17793","United Kingdom","25","1","323.04",2,4,4,"244","At Risk"
"13632","United Kingdom","25","5","2121.27",2,2,1,"221","Sleeping"
"15524","United Kingdom","25","1","440",2,5,4,"254","At Risk"
"17777","United Kingdom","25","3","665.86",2,3,3,"233","At Risk"
"16504","United Kingdom","25","1","484.38",2,5,4,"254","At Risk"
"14715","United Kingdom","25","4","867.38",2,2,3,"223","Others"
"17540","United Kingdom","25","2","578.90",2,3,3,"233","At Risk"
"13846","United Kingdom","25","3","865.06",2,3,3,"233","At Risk"
"15125","United Kingdom","25","15","11528.48",2,1,1,"211","Sleeping"
"13835","United Kingdom","25","4","834.57",2,2,3,"223","Others"
"14680","United Kingdom","25","16","28754.11",2,1,1,"211","Sleeping"
"17235","United Kingdom","25","2","550.06",2,3,3,"233","At Risk"
"15981","United Kingdom","25","8","3408.48",2,1,1,"211","Sleeping"
"13058","United Kingdom","25","3","271.40",2,3,4,"234","Big Spenders"
"15758","United Kingdom","25","1","205.25",2,5,5,"255","At Risk"
"13692","United Kingdom","25","3","1488.32",2,3,2,"232","Others"
"18043","United Kingdom","25","3","559.51",2,2,3,"223","Others"
"13735","United Kingdom","25","4","2885.24",2,2,1,"221","Sleeping"
"14953","United Kingdom","25","1","289.82",2,4,4,"244","At Risk"
"15781","United Kingdom","25","3","345.46",2,2,4,"224","Big Spenders"
"12374","Austria","25","1","742.93",2,5,3,"253","At Risk"
"12676","Sweden","25","6","1331.39",2,1,2,"212","Sleeping"
"17287","United Kingdom","26","7","1064.11",2,1,2,"212","Sleeping"
"14902","United Kingdom","26","1","332.66",2,4,4,"244","At Risk"
"12689","France","26","2","1247.61",2,3,2,"232","Others"
"13603","United Kingdom","26","1","164.34",2,5,5,"255","At Risk"
"16726","United Kingdom","26","5","1382.02",2,2,2,"222","Sleeping"
"16303","United Kingdom","26","3","5360.63",2,3,1,"231","Others"
"18082","United Kingdom","26","1","703.37",2,5,3,"253","At Risk"
"14784","United Kingdom","26","2","289.99",2,4,4,"244","At Risk"
"12938","United Kingdom","26","1","114.14",2,4,5,"245","At Risk"
"14382","United Kingdom","26","1","626.07",2,5,3,"253","At Risk"
"15787","United Kingdom","26","3","948.05",2,2,2,"222","Sleeping"
"14494","United Kingdom","26","1","139.56",2,5,5,"255","At Risk"
"15365","United Kingdom","26","7","2314.32",2,1,1,"211","Sleeping"
"14862","United Kingdom","26","2","841.20",2,3,3,"233","At Risk"
"12867","United Kingdom","26","7","4036.82",2,1,1,"211","Sleeping"
"15863","United Kingdom","26","2","68.84",2,4,5,"245","At Risk"
"17663","United Kingdom","26","7","1802.91",2,1,2,"212","Sleeping"
"16936","United Kingdom","26","1","262.68",2,4,4,"244","At Risk"
"18211","United Kingdom","26","5","600.07",2,2,3,"223","Others"
"16930","United Kingdom","26","3","380.55",2,2,4,"224","Big Spenders"
"15168","United Kingdom","26","1","106.56",2,4,5,"245","At Risk"
"14227","United Kingdom","26","10","3350.96",2,1,1,"211","Sleeping"
"13451","United Kingdom","26","5","2976.15",2,2,1,"221","Sleeping"
"17538","United Kingdom","26","1","98.42",2,4,5,"245","At Risk"
"13700","United Kingdom","26","10","2265.12",2,1,1,"211","Sleeping"
"16898","United Kingdom","26","3","508.81",2,3,3,"233","At Risk"
"18263","United Kingdom","26","3","1213.16",2,3,2,"232","Others"
"13379","United Kingdom","26","3","572.56",2,2,3,"223","Others"
"15449","United Kingdom","26","3","974.52",2,2,2,"222","Sleeping"
"14530","United Kingdom","26","6","2925.91",2,1,1,"211","Sleeping"
"14684","United Kingdom","26","5","1236.28",2,2,2,"222","Sleeping"
"13549","United Kingdom","26","7","918.20",2,1,3,"213","Others"
"18069","United Kingdom","26","5","2036.67",2,2,2,"222","Sleeping"
"13146","United Kingdom","26","1","228.91",2,5,5,"255","At Risk"
"12865","Austria","26","2","1568.23",2,3,2,"232","Others"
"13178","United Kingdom","26","11","5725.47",2,1,1,"211","Sleeping"
"16720","United Kingdom","26","1","155.24",2,5,5,"255","At Risk"
"15291","United Kingdom","26","15","4668.30",2,1,1,"211","Sleeping"
"18117","United Kingdom","26","1","320.72",2,4,4,"244","At Risk"
"12428","Finland","26","9","7956.46",2,1,1,"211","Sleeping"
"15411","United Kingdom","26","4","1358.88",2,2,2,"222","Sleeping"
"17658","United Kingdom","26","2","595.42",2,3,3,"233","At Risk"
"17720","United Kingdom","26","4","1195.94",2,2,2,"222","Sleeping"
"12508","France","26","2","398.27",2,3,4,"234","Big Spenders"
"15203","United Kingdom","26","6","1827.80",2,1,2,"212","Sleeping"
"14499","United Kingdom","26","3","815.32",2,2,3,"223","Others"
"15599","United Kingdom","27","2","761.74",2,3,3,"233","At Risk"
"16560","United Kingdom","27","2","841.41",2,3,3,"233","At Risk"
